iter	Passed	Remaining
3984	5931704	1510835
3985	5934611	1509707
3986	5937488	1508571
3987	5940387	1507440
3988	5943037	1506244
3989	5945435	1504984
3990	5948001	1503766
3991	5950766	1502598
3992	5953713	1501474
3993	5956440	1500295
3994	5959061	1499087
3995	5961751	1497897
3996	5964517	1496725
3997	5967553	1495619
3998	5970065	1494382
3999	5972965	1493241
4000	5975969	1492125
4001	5978817	1490969
4002	5981245	1489708
4003	5983756	1488466
4004	5986708	1487334
4005	5989354	1486125
4006	5991728	1484848
4007	5994342	1483629
4008	5997157	1482460
4009	6000018	1481301
4010	6002490	1480045
4011	6004937	1478783
4012	6007352	1477512
4013	6010409	1476398
4014	6013293	1475241
4015	6016575	1474180
4016	6019319	1472987
4017	6022447	1471887
4018	6025865	1470857
4019	6028830	1469714
4020	6031129	1468409
4021	6034098	1467267
4022	6037030	1466114
4023	6040034	1464978
4024	6042753	1463772
4025	6044801	1462403
4026	6045974	1460822
4027	6046768	1459150
4028	6047698	1457511
4029	6048818	1455918
4030	6049957	1454331
4031	6050768	1452664
4032	6051903	1451076
4033	6053066	1449494
4034	6053893	1447833
4035	6054825	1446197
4036	6056180	1444662
4037	6057165	1443039
4038	6057937	1441366
4039	6059021	1439767
4040	6060130	1438174
4041	6061046	1436536
4042	6061979	1434903
4043	6063067	1433306
4044	6064073	1431691
4045	6064893	1430031
4046	6065724	1428375
4047	6066801	1426777
4048	6067780	1425156
4049	6068724	1423527
4050	6069561	1421874
4051	6070568	1420261
4052	6071459	1418621
4053	6072247	1416957
4054	6073377	1415373
4055	6074387	1413762
4056	6075300	1412129
4057	6076149	1410481
4058	6077200	1408880
4059	6078145	1407255
4060	6078984	1405606
4061	6079800	1403951
4062	6080897	1402363
4063	6081930	1400759
4064	6082659	1399086
4065	6083656	1397475
4066	6084818	1395902
4067	6085707	1394267
4068	6086342	1392574
4069	6087198	1390932
4070	6088282	1389342
4071	6089085	1387689
4072	6090042	1386071
4073	6091021	1384458
4074	6091960	1382837
4075	6092989	1381237
4076	6093991	1379630
4077	6095267	1378086
4078	6096296	1376486
4079	6097381	1374899
4080	6098558	1373333
4081	6099634	1371745
4082	6100616	1370136
4083	6101593	1368525
4084	6102899	1366989
4085	6103807	1365364
4086	6104668	1363729
4087	6105778	1362150
4088	6106640	1360515
4089	6107361	1358850
4090	6108348	1357244
4091	6109332	1355638
4092	6110069	1353978
4093	6111110	1352385
4094	6112041	1350768
4095	6113265	1349216
4096	6114135	1347587
4097	6114953	1345946
4098	6116160	1344391
4099	6116916	1342737
4100	6117560	1341060
4101	6118574	1339463
4102	6119476	1337843
4103	6120355	1336218
4104	6121142	1334573
4105	6121972	1332937
4106	6123087	1331365
4107	6124058	1329761
4108	6124913	1328132
4109	6126061	1326568
4110	6127166	1324994
4111	6128049	1323372
4112	6128741	1321710
4113	6129578	1320079
4114	6130574	1318483
4115	6131332	1316836
4116	6132016	1315173
4117	6133076	1313592
4118	6134366	1312060
4119	6135061	1310401
4120	6135910	1308775
4121	6136986	1307198
4122	6137930	1305594
4123	6138775	1303968
4124	6140000	1302424
4125	6141063	1300845
4126	6141983	1299237
4127	6143133	1297677
4128	6143976	1296053
4129	6144637	1294390
4130	6145884	1292852
4131	6147163	1291320
4132	6148147	1289727
4133	6148817	1288068
4134	6149931	1286503
4135	6150878	1284903
4136	6151780	1283293
4137	6153137	1281779
4138	6154701	1280308
